objid               ra       dec        z        Morph    T  Distance rMag umr amaj b_a name
758878271900287146  92.719126  64.567551  0.00453  Sm        9  0.   -16.73  2.07    49.2  0.25 UGC03409
758878272438338128  98.734944  65.836071  0.004286 Sm        9 16.   -13.75  1.25    51.9  0.22 UGC03485
587750860895289737  99.676244 -20.286706  0.008869 SBb       3  0.   -20.63  2.51    56.8  0.56 ESO557-G009
587750956459229427 101.466831 -18.212856  0.002805 SAcd      6  0.   -19.5   1.15    79.7  0.77 NGC2283
758882629677154421 103.642184  82.479316  0.006474 Sdm       8 24.53 -16.89  1.16   104.3  0.23 UGC03540
758882138449772556 104.024905  84.91784   0.007112 SAab      2  0.   -21.09  2.21    45.3  0.45 UGC03522
758884821729149402 106.613901  30.323225  0.00332  Im/BCD   12 11.84 -14.4   1.38    59.6  0.43 UGC03672
758882137913032809 108.572532  84.38229   0.007412 SBc       5 28.09 -20.54  2.55   275.3  0.33 NGC2268
587738066725503840 111.808458  42.203994  0.00998  Sm/Im    10 38.21 -15.78  1.31    42.6  0.33 SDSSJ072714.04+421214.4
587737827281535216 112.073852  40.769823  0.001181 dI       10  3.1  -12.71  1.34    92.6  0.55 SDSSJ072817.50+404612.9
587728931868246234 112.322917  27.900333  0.00285  SAcd      6  9.76 -16.76  2.2    163.2  0.46 UGC03876
587737810101862715 112.745401  41.16659   0.002973 Im/BCD   12 10.23 -14.11  0.91    40.3  0.57 SDSSJ073058.89+410959.8
587735043067150441 113.185395  16.897338  0.00812  SB0      -3 30.75 -17.86  1.68    37.   0.97 CGCG087-006
587728931869360864 113.967041  29.903064  0.008318 dI       10 31.51 -15.7   1.36    35.   0.66 SDSSJ073552.08+295411.0
SDSSJ073651.40+653 114.214167  65.602556  0.000445 SAcd      6  0.   -12.   -9.    1659.1  0.56 NGC2403
587732053233893510 115.09479   23.274982  0.007519 E        -5 28.29 -18.98  2.3     93.8  0.84 UGC03960
758882631288356938 115.124917  83.790523  0.006785 S0/a      0 25.36 -18.28  1.98   103.2  0.24 UGC03890
587725551192113193 115.272093  39.164568  0.009208 Im/BCD   12 35.01 -15.58  0.48    19.6  0.57 SDSSJ074105.29+390952.2
587725551729311997 115.357406  40.112792  0.001204 Sm/Im    10  3.08 -12.22  1.76    -9.  -9.   UGC03966
587732153629082301 115.435375  23.416108  0.007272 dEun     -6 27.3  -15.82  1.75    41.1  0.67 SDSSJ074144.50+232458.0
587732053234155830 115.475659  23.871734  0.00757  dI       10 28.48 -16.83  1.54    37.1  0.91 2MASXJ07415401+2352188
587738947729686578 115.484585  16.802059  0.00091  Sm/Im    10  1.9  -11.16  1.25   131.1  0.26 UGC03974
587738372204134493 115.632477  16.560191  0.00093  Sm/Im    10  1.98 -11.5   1.35    93.7  0.39 CGCG087-033
587738196649902397 115.634891  49.191094  0.009874 Im/BCD   12 37.65 -18.52  1.39    77.1  0.42 KUG0738+493
587732053771682114 116.182134  25.140722  0.0025   dEblue   -9  8.23 -11.91  1.2     18.4  0.7  SDSSJ074443.71+250826.5
588016840704000833 116.188417  18.568946  0.00764  dI       10 28.74 -14.74  1.22    32.2  0.39 SDSSJ074445.22+183408.2
587738067803504904 116.734846  51.295245  0.00148  Sm/Im    10  4.14 -11.55  0.76    43.3  0.71 MCG+09-13-052
587725471200117239 116.873724  40.186253  0.00985  dI       10 37.52 -15.72  2.2     37.1  0.53 SDSSJ074730.22+401113.7
587738067803439316 116.882284  51.191693  0.001514 Im/BCD   12  4.27 -13.46  0.82    59.5  0.64 KUG0743+513
588007005230924369 117.389742  39.740054  0.009818 Sm/Im    10 37.38 -16.25  1.23    34.2  0.77 SDSSJ074933.54+394424.1
587732156314419544 117.733548  23.895913  0.007075 Sc        3 26.44 -18.22  2.05   163.   0.24 UGC04054
587725469589569866 118.196276  39.712923  0.009572 dI       10 36.37 -15.5   1.11    20.4  0.56 SDSSJ075247.10+394246.4
587735235806298480 118.438637  21.049423  0.007292 SAab      2 27.28 -18.22  1.63    79.2  0.63 CGCG118-019
587744638561419797 119.212736  11.216757  0.006535 dEblue   -9 24.24 -14.19  0.95    15.3  0.87 SDSSJ075651.05+111300.3
587741386735222868 119.25475   14.390833  0.001127 Im/BCD   12  2.65 -11.98  1.18   103.8  0.4  UGC04115
587734622162911329 119.29352   23.779807  0.007669 Im/BCD   12 28.76 -18.48  1.36   115.3  0.36 NGC2480
587734622162911325 119.307306  23.767766  0.007335 SB0      -3 27.42 -19.99  2.62   117.   0.5  NGC2481
587728931872637244 119.358118  35.939457  0.002578 Sm/Im    10  8.44 -14.5   1.12    83.9  0.43 UGC04117
587734840669110645 119.358414  23.602316  0.007803 dEn      -6 29.29 -15.58  1.95    29.   0.7  SDSSJ075726.01+233608.4
587734622162977070 119.505985  23.806736  0.00669  dSphn    -8 24.85 -14.41  2.07    23.8  0.8  SDSSJ075801.43+234824.2
587737808494657664 119.517982  47.321962  0.008226 dI       10 30.97 -16.34  0.61    26.7  0.76 CGCG236-019NED02
587741816768954928 119.551824  11.020601  0.007835 SABd      7 29.41 -16.45  1.9     39.5  0.83 SDSSJ075812.43+110114.1
588297863634354445 119.817476  23.84948   0.007443 dEblue   -9 27.84 -15.02  1.44    23.   0.69 SDSSJ075916.19+235058.1
587735344252125402 119.967911   5.608109  0.00873  SABbc     4 32.96 -18.77  1.3     59.1  0.83 NGC2504
588007004695494687 120.099303  42.19372   0.002458 SAdm      8  7.94 -14.07  1.2     79.4  0.31 UGC04148
587739152816275708 120.099614  17.522593  0.006774 Im/BCD   12 25.16 -15.35  0.87    31.1  0.34 SDSSJ080023.91+173121.3
587744874247684333 120.195898   8.638897  0.00851  Sdm       8 32.08 -16.38  1.54    73.4  0.19 SDSSCGB17650.02
587738067268206624 120.241249  54.231961  0.002983 Im/BCD   12 10.03 -12.85  0.89    32.5  0.53 SDSSJ080057.90+541355.1
588016878824260026 120.384315  21.379944  0.00702  dI       10 26.14 -15.6   1.27    42.4  0.5  SDSSJ080132.24+212247.8
587737810106712081 120.471529  50.737098  0.001721 SABdm     8  4.99 -15.63  2.01   155.2  0.88 NGC2500
588016878824260040 120.495408  21.37199   0.006969 dI       10 25.93 -15.1   1.32    30.9  0.59 SDSSJ080158.90+212219.2
587728906638655787 120.566056  37.719654  0.008869 SAm       9 33.5  -15.84  1.29    41.6  0.36 SDSSJ080215.86+374310.7
587741386735944267 120.851566  15.14195   0.00664  Sm/Im    10 24.61 -14.4   1.36    33.4  0.48 SDSSJ080324.66+150819.5
587742009505677459 120.932923  10.14925   0.008565 Im/BCD   12 32.28 -15.31  0.9     26.6  0.54 SDSSJ080343.90+100857.3
758882138450427978 121.10263   84.641256  0.006204 Sbc       4 22.86 -17.88  2.22   215.3  0.16 UGC04078
587738067805864085 121.352641  55.950276  0.009939 SABd      7 37.74 -17.16  1.52    60.3  0.72 UGC04204
588013383258865994 121.448956  30.23204   0.007689 Sd        7 28.77 -17.31  1.6     81.4  0.29 CGCG148-111
587742010043072603 121.911546  10.980639  0.005954 dI       10 21.84 -14.72  1.11    27.5  0.57 SDSSJ080738.77+105850.3
587737826213167453 121.952228  50.912961  0.008073 Sm/Im    10 30.29 -14.93  1.45    34.   0.54 SDSSJ080748.53+505446.7
587741421634126200 122.264293  16.676073  0.009467 Sd        7 35.83 -16.93  1.42   112.7  0.1  SDSSJ080903.43+164033.9
SDSSJ080923.78+574 122.349084  57.763144  0.00412  S0/a      0  0.   -18.39 -9.      75.8  0.4  UGC04241
SDSSJ080924.00+003 122.35       0.609444  0.006017 SABdm     8  0.   -19.3  -9.      98.5  0.54 UGC04254
587727866720550952 122.399049  41.593742  0.002349 Im/BCD   12  7.44 -14.02  1.35    59.4  0.8  KUG0806+417
588016840170209618 122.446531  22.463575  0.007065 Sm        9 26.25 -16.44  3.29    39.5  0.67 SDSSJ080947.91+222730.2
587739407830942152 122.627727  18.617832  0.004958 dI       10 17.85 -13.74  1.35    33.6  0.33 SDSSJ081030.65+183704.2
588016840170340968 122.661438  22.650013  0.008286 Sm/Im    10 31.11 -15.72  1.33    38.7  0.51 SDSSJ081038.75+223900.1
587725471203459174 122.789122  46.463464  0.007519 Im/BCD   12 28.05 -17.75  1.63    82.5  0.78 UGC04260
587738372744872074 122.948407  22.192883  0.006698 dEbc     -7 24.78 -15.98  1.12    28.4  0.8  2MASXJ08114758+2211349
588016878288568369 123.012944  22.674349  0.006615 dI       10 24.44 -15.16  1.46    38.5  0.47 SDSSJ081202.90+224026.4
587728931874734425 123.144382  39.759724  0.008034 dI       10 30.1  -15.01  1.13    20.8  0.58 SDSSJ081234.65+394534.9
587725774534607192 123.164718  48.612575  0.001753 dI       10  5.03 -11.95  1.06    34.9  0.56 SDSSJ081239.52+483645.3
587738195042500860 123.234871  54.969008  0.008729 Sc        5 32.86 -18.81  1.36    79.6  0.57 UGC04267
587731886272413783 123.241358  36.254632  0.008242 SBb       3 30.92 -19.92  2.4    186.3  0.42 NGC2543
587731886272413953 123.243614  36.198305  0.008304 dI       10 31.17 -17.    1.36    48.   0.57 2MASXJ08125835+3611542
588007005234266194 123.311362  45.989427  0.001491 BCD      13  3.98 -15.7   1.44   124.4  0.83 NGC2537
587725470666653887 123.321542  46.372354  0.007562 dEn      -6 28.21 -16.82  1.66    63.1  0.47 KUG0809+465
587738067806781550 123.338025  57.852241  0.008269 SBc       5 31.03 -18.99  2.46   103.8  0.72 UGC04270
587725470129586302 123.495094  45.745458  0.001878 Sdm       8  5.53 -14.85  1.24   478.5  0.09 IC2233
587725981761601832 123.612465  50.576798  0.007832 Sm/Im    10 29.28 -16.24  1.65    47.4  0.63 SDSSJ081426.98+503436.7
587731886272610574 123.649888  36.434333  0.008211 dI       10 30.79 -15.25  1.08    31.8  0.55 SDSSJ081435.97+362603.5
587725774534869026 123.667173  49.061717  0.001855 SAcd      6  5.43 -15.42  1.83   205.   0.44 NGC2541
587738197191360915 123.720575  58.491231  0.005199 Sm/Im    10 18.78 -15.34  1.54    40.2  0.98 SDSSJ081452.93+582928.4
587741386737516586 124.01473   16.900983  0.009501 dEblue   -9 35.92 -16.26  0.75    24.5  0.66 SDSSJ081603.53+165403.5
588016840708129068 124.226812  24.176831  0.006878 SABd      7 25.46 -17.88  1.42    68.8  0.52 IC2256
588016879363228073 124.284262  24.561601  0.007097 Sm/Im    10 26.33 -14.54  1.63    33.3  0.47 SDSSJ081707.91+243345.7
588016841245196443 124.316376  24.899113  0.006333 dEn      -6 23.28 -15.79  2.12    40.9  0.65 LCSBS1123P
588016879900164415 124.337681  24.962692  0.00692  dI       10 25.62 -15.58  1.2     51.7  0.38 KUG0814+251
587739115774017858 124.355864  21.163305  0.007198 Im/BCD   12 26.73 -17.01  1.05    62.5  0.57 CGCG119-028
587739115774017632 124.367036  21.18095   0.007368 dEbc     -7 27.41 -17.08  1.38    50.4  0.54 CGCG119-030
587731680651378719 124.403379  35.445398  0.008156 S0gas    -3 30.55 -18.75  2.21   105.7  0.48 UGC04306
587738947734143271 124.441674  22.678055  0.007151 dI       10 26.54 -14.75  1.12    22.4  0.65 SDSSJ081746.00+224041.0
588016879363293551 124.474746  24.686672  0.00689  dI       10 25.5  -14.58  0.87    22.2  0.72 SDSSJ081753.94+244112.0
587738947197272070 124.486482  22.435414  0.007088 IBm      10 26.29 -17.35  1.38    49.6  0.51 KUG0815+225
588016879363293374 124.506694  24.735318  0.006878 SAdm      8 25.45 -17.38  1.35   231.4  0.11 IC2267
588016879363358762 124.52733   24.796444  0.006615 dEbc     -7 24.4  -17.    1.12    31.5  0.91 IC2268
588016840708260271 124.534615  24.501775  0.007021 Sm/Im    10 26.02 -15.22  1.89    32.9  0.79 SDSSJ081808.31+243006.4
588016840708325434 124.58207   24.526929  0.007282 dEblue   -9 27.06 -16.94  1.06    33.   0.86 IC2271
587738067807371657 124.678527  58.961174  0.004692 dI       10 16.73 -15.12  1.26    57.5  0.38 MCG+10-12-123
587738067270238336 124.740595  58.262705  0.003572 dI       10 12.25 -16.22  1.56    69.2  0.72 UGC04314
587738196117487740 124.743141  57.803053  0.003466 SAB0     -3 11.83 -19.23  2.62   359.9  0.19 NGC2549
587738372208722327 124.814105  22.703915  0.007084 dI       10 26.26 -14.93  1.47    26.9  0.75 SDSSJ081915.38+224214.1
587725980687859743 124.835536  50.00961   0.001731 SAd       7  4.9  -14.26  3.05   144.   0.46 NGC2552
587739153892638734 124.950241  21.235594  0.00651  dI       10 23.97 -14.68  1.58    22.2  0.79 SDSSJ081948.06+211408.1
587732577757626986 125.121653   3.493037  0.009737 dI       10 36.83 -15.59  1.23    26.4  0.73 SDSSJ082029.20+032934.9
587738371134980792 125.195857  22.026898  0.007314 Sm/Im    10 27.17 -14.66  1.46    35.7  0.4  SDSSJ082047.00+220136.8
588007003623915664 125.283205  45.699207  0.007259 dEblue   -9 26.95 -15.44  1.11    22.4  0.81 SDSSJ082107.97+454157.1
587725074449105503 125.358531  -0.418931  0.0074   Im/BCD   12 27.51 -16.74  0.83    64.3  0.41 UGC04358
587732577220886659 125.366479   3.169241  0.008953 Sc        3 33.7  -19.21  1.62   119.8  0.33 IC2327
588848899351904958 125.428023  -0.431864  0.00895  Im/BCD   12 33.68 -16.39  1.22    59.7  0.42 SDSSJ082142.70-002600.7
587732054850732239 125.469673  34.327261  0.007704 dI       10 28.72 -15.04  0.98    23.7  0.74 SDSSJ082152.72+341938.2
588007004161179907 125.565755  46.691795  0.007271 dI       10 26.99 -16.05  1.41    40.9  0.37 2MASXJ08221577+4641309
587738371672113471 125.570365  22.6089    0.007702 dI       10 28.71 -15.29  1.96    42.7  0.42 LSBCD495-01
587739376694132805 125.581174  19.415976  0.00679  Scd       6 25.07 -17.8   1.89   177.7  0.17 IC2329
587738371672113543 125.596344  22.696836  0.006928 dEn      -6 25.62 -16.79  1.85    44.   0.81 2MASXJ08222312+2241484
587741490353930618 125.672617  16.480892  0.006663 dI       10 24.56 -14.73  1.36    39.6  0.27 SDSSJ082241.43+162851.2
587738946660794449 125.681019  22.553067  0.006861 SA0      -3 25.35 -19.96  2.67   137.5  0.62 NGC2577
587739406758445382 125.692733  19.374762  0.006783 dEblue   -9 25.04 -14.42  0.89    21.5  0.45 SDSSJ082246.25+192229.1
587739115774673490 125.751093  21.968596  0.007574 dEn      -6 28.19 -14.95  1.99    28.9  0.53 SDSSJ082300.26+215806.9
587738946660860019 125.796845  22.664651  0.006868 SAc       5 25.38 -19.39  2.73   163.3  0.52 UGC04375
587739154430033988 125.850298  22.266789  0.006856 SA0      -3 25.33 -15.77  2.35    41.   0.49 SDSSJ082324.07+221600.4
587738946660860267 125.871377  22.650044  0.006867 dI       10 25.37 -14.87  1.64    34.3  0.32 SDSSJ082329.13+223900.2
587732577221083493 125.896074   3.220543  0.009583 Im/BCD   12 36.19 -17.08  0.94    54.4  0.51 CGCG032-017
587738946660925953 125.92065   22.71977   0.00687  dSphn    -8 25.38 -14.38  1.96    20.2  0.95 SDSSJ082340.95+224311.1
587739114163798600 125.920881  20.696812  0.006711 dI       10 24.75 -14.3   1.34    25.8  0.54 SDSSJ082341.01+204148.5
588023046398411023 125.966569  14.752294  0.006568 Im/BCD   12 24.17 -18.22  1.26    83.8  0.73 UGC04385
587738946660991452 126.02582   22.805285  0.00687  dI       10 25.38 -14.74  2.1     30.8  0.72 SDSSJ082406.19+224819.0
587739407832580454 126.074787  20.513733  0.007226 dI       10 26.79 -15.44  1.09    26.4  0.59 SDSSJ082417.95+203049.4
587732470923198719 126.270568  32.01864   0.00214  dI       10  6.5  -13.01  1.09    42.4  0.64 KUG0821+321
587735241172516982 126.435411  27.874569  0.007005 Sab       2 25.9  -18.4   1.85   130.6  0.31 IC2361
587735044148101395 126.448332  28.118136  0.007435 Scd       6 27.62 -17.3   1.98   193.5  0.11 UGC04395
587731679041290347 126.481338  35.542214  0.002496 BCD      13  7.91 -11.91  0.48    20.2  0.49 SDSSJ0825+3532
587728666117603339 126.518283  45.967644  0.007102 SBm/IBm  10 26.29 -18.65  1.16   105.2  0.54 UGC04393
587731520665485641 126.523885  35.590323  0.002335 dI       10  7.27 -11.18  1.06    17.9  0.68 SAO0822+3545
587735241709650109 126.562352  28.606297  0.009008 dEblue   -9 33.88 -15.48  1.34    22.4  0.61 SDSSJ082614.96+283622.6
588016879364341953 126.620052  26.074752  0.006566 dI       10 24.15 -15.43  1.99    34.4  0.71 SDSSJ082628.81+260429.1
587742008971362525 126.626832  11.786075  0.006353 Sm/Im    10 23.3  -15.4   1.48    35.1  0.88 SDSSJ082630.43+114709.8
588016878827339955 126.640722  25.499787  0.007166 dEun     -6 26.54 -15.66  1.58    24.   0.81 KUG0823+256
588016878827340023 126.663295  25.598213  0.007781 dEn      -6 28.99 -16.75  1.93    30.   0.9  2MASXJ08263919+2535534
588016840709374032 126.783544  25.970316  0.006825 E        -5 25.18 -19.95  2.71   126.6  0.66 NGC2592
588016878290468875 126.795915  25.243131  0.00651  Sd        7 23.92 -16.08  1.7     70.6  0.32 SDSSJ082711.02+251435.3
587735042537292115 126.803283  26.857375  0.006189 dI       10 22.64 -14.94  1.31    37.7  0.42 SDSSJ082712.78+265126.5
588016840709374012 126.821502  25.878812  0.00787  SB0      -3 29.34 -19.15  2.4     80.7  0.69 NGC2594
587728666117668940 126.82529   46.034161  0.007356 Im/BCD   12 27.29 -16.88  0.87    41.2  0.65 MCG+08-16-005
588016878827470988 126.865332  25.724429  0.007491 SBd       7 27.83 -17.26  1.47    80.1  0.45 UGC04418
587738196655538312 126.974038  60.174059  0.004879 dI       10 17.41 -15.11  1.47    36.4  0.51 SDSSJ082753.77+601026.6
588016878827536841 127.075425  25.788364  0.00757  Sm/Im    10 28.14 -14.23  1.28    21.1  0.32 LSBCD495-03
588016839635501223 127.092937  25.124717  0.007162 SBab      2 26.51 -18.37  1.48    65.7  0.89 IC0508
587728930802565221 127.118998  41.857535  0.001324 Sm/Im    10  3.21 -11.48  1.28    57.7  0.57 UGC04426
587738195581403389 127.196134  59.018351  0.003231 dI       10 10.83 -12.62  2.46    34.4  0.34 SDSSJ082847.08+590106.0
588016879901605992 127.284583  26.868056  0.007212 dI       10 26.71 -14.16  1.47    12.7  0.34 LSBCF495-02
588016840172634330 127.327946  25.750947  0.007192 dS0un   -10 26.63 -14.97  2.86    15.8  0.96 SDSSJ082918.70+254503.4
588016878827667814 127.340176  25.88578   0.007063 IBm      10 26.11 -15.84  1.53    49.   0.41 SDSSJ082921.64+255308.8
587725980688973886 127.411443  52.07634   0.005777 dEbc     -7 20.98 -17.16  1.05    51.4  0.53 UGCA140
587734623241109568 127.416271  31.07722   0.00719  Im/BCD   12 26.62 -15.15  0.73    24.3  0.51 SDSSJ082939.90+310438.0
588016878290731369 127.497338  25.486184  0.0073   dI       10 27.05 -14.49  1.52    24.1  0.62 LSBCD495-02
587741490354782329 127.507029  17.259849  0.006941 SBcd      6 25.62 -18.43  1.55   113.2  0.55 UGC04444
587734623241175249 127.606627  31.18978   0.007345 Sd        7 27.23 -16.58  1.65    58.2  0.45 CGCG149-040
587737810647122128 127.761573  57.77377   0.003442 dEblue   -9 11.65 -13.09  1.77    24.3  0.66 SDSSJ083102.77+574625.5
587741533304455510 127.768524  17.595332  0.007006 dI       10 25.87 -14.92  1.44    23.   0.72 SDSSJ083104.44+173543.1
587734949118017688 127.840161   7.000033  0.00622  Sm/Im    10 22.74 -16.2   1.26    58.7  0.57 CGCG032-035
587731887348777213 127.921688  41.081662  0.001936 dEblue   -9  5.64 -11.82  1.28    25.4  0.91 SDSSJ083141.20+410453.9
587735241710370917 128.112017  29.644755  0.00685  SABdm     8 25.24 -16.38  1.14    64.1  0.6  SDSSJ083226.76+293825.7
587731872316260466 128.30301   39.51383   0.006761 dEbc     -7 24.88 -15.96  1.28    27.2  0.69 SDSSJ083312.72+393049.8
587735044149084285 128.346405  29.538809  0.006985 SBcd      6 25.78 -18.67  1.19   124.2  0.89 NGC2604
587737807961849894 128.351236  54.772244  0.00247  dI       10  7.76 -13.66  1.32    40.7  0.72 MCG+09-14-058
587735044149084452 128.398392  29.499273  0.007018 Im/BCD   12 25.91 -16.86  1.27    58.8  0.73 NGC2604B
587738947736043773 128.39853   25.146429  0.007433 dI       10 27.56 -14.48  1.      25.8  0.54 SDSSJ083335.65+250847.1
587731680653344995 128.420413  38.649791  0.00687  Sm/Im    10 25.31 -16.34  1.32    71.8  0.34 SDSSJ083340.71+383859.0
588016879902195812 128.427349  27.712077  0.007505 SAcd      6 27.85 -17.92  1.35    70.7  0.56 KUG0830+278
587725550662123733 128.516688  52.0021    0.009727 SAbc      4 36.7  -18.35  1.77    92.4  0.39 CGCG263-051
587738066734546992 128.524196  60.130674  0.004958 dEbc     -7 17.69 -16.19  1.29    55.5  0.58 CGCG287-081
